0,1,2,3,4,5,6,7,8,9,10,11,uuid
0.488698600876012,0.4460549702904226,0.42032698067458785,0.4624921585057829,0.49352952399906064,0.5753534349932282,0.5932620089563884,0.5187246099763382,0.4894874574061192,0.49546834003086765,0.494613820248815,0.5107143028178769,acdee0e6-c467-457d-a669-8d37489fea6e
0.5495826991742776,0.5522216663752726,0.5241039515795397,0.5705551468977627,0.5414768859179294,0.539094945563176,0.532095966882307,0.5300062007338715,0.5356278148922891,0.5489823260460729,0.547106700986331,0.5432695595564643,41201fb5-138a-4fce-9119-7432efd5baee
0.8184780851266324,0.8470172742657456,0.8244967379325864,0.8300980220435217,0.7939666616726097,0.8151389313187797,0.7765988511320436,0.8051406996244858,0.8434263152567147,0.8285019981947889,0.7714465464783483,0.7750413559512039,d4d26717-efb6-46d2-84a9-d3b442743b38
0.7180812096261713,0.7460922795568599,0.6659283944161081,0.6282321098153648,0.6279519293856255,0.647769330456243,0.7382476991939303,0.7823971709030252,0.7024316176345294,0.6875455710946038,0.716084232284698,0.7434486520589201,49b57e0d-2087-48b8-81a4-c7f1d62ff608
0.5884131873967365,0.574276356168532,0.570749394882321,0.5940556918122695,0.6131978756199183,0.6138289414531276,0.5787269151305189,0.5815591816981599,0.602512530411608,0.6596288914387585,0.6893807969072283,0.6544501433403399,1672163f-46da-4fc1-a752-0be874dfd06f
0.3849773178185765,0.3815318354370235,0.3890984264379688,0.43673970102755516,0.4579190692159533,0.4837200557767327,0.4838461437310869,0.47991321878957016,0.45433425446669407,0.43986407844585124,0.4082009008560275,0.4011199839499367,b237116b-fc80-41c8-82dd-b4b44c6e9080
0.7312190192807574,0.7399928708498568,0.6936735978932818,0.714009618288793,0.7923896261030536,0.7696398790981509,0.7961687501374549,0.7722500540846414,0.7110221938629007,0.705502834407303,0.7257055032924411,0.6992015367452942,ce424814-cde4-4261-a372-3420cab2a20f
0.6460873648231976,0.6413540874990618,0.634501609337056,0.6917842257208027,0.7006680545454205,0.6252080832202174,0.5970129053514502,0.6437391678891381,0.6729397765751556,0.6549094666458467,0.6487394717340979,0.6207850648470482,44f3f21d-61ec-47ae-b913-9596b8b1e657
0.6243735843683271,0.6468845325852266,0.652758548431994,0.6895095541513002,0.6357794108101287,0.6916971309667092,0.6908899413959056,0.684315228836508,0.6443028013889056,0.5947696628674104,0.5823689759677,0.6054306652062871,7a314589-c3cb-4213-b3e0-d8889d82d165
0.6782738436031149,0.623068234635483,0.5710410878838583,0.5849834850844324,0.5653915086406286,0.627742628600296,0.6536906428147383,0.6539075836800627,0.6724334263090346,0.7151606809625972,0.67326332427051,0.6624747324054637,bd1076f4-82ca-4836-940e-b394be933b44
0.22720130751683681,0.23454627864189412,0.19143391718637356,0.16413589390062105,0.20491949720335206,0.24874852567965797,0.24472621876744727,0.22934076227035977,0.21115407569664674,0.21035387125293586,0.21505765550315148,0.22963344019834603,92930521-bff3-4bcd-ac46-5ee80937af6f
0.36648351174663824,0.4398775642347291,0.6013893093582395,0.46565532512524627,0.5259649523910571,0.5752533501490563,0.7530635260061994,0.5914051848344792,0.4776703255001721,0.6209319490948803,0.3951932516276565,0.34875510825705425,2dcc61fa-f6af-46ee-b67b-2194c6dfd1fb
0.6634835462369303,0.7285671643475695,0.6786665019219619,0.6435880143545083,0.5982938111536925,0.6459624317351061,0.6563572825202715,0.6903038839366151,0.6828466495415497,0.6934871177685755,0.6375870916457678,0.6274908372534542,17e06f57-58d3-4578-98b1-8db2ea3dd7ba
0.722436334793915,0.5792433712295428,0.6035982298615128,0.6633660819821845,0.6167232493673988,0.4425959967398325,0.3656134611790644,0.44926892079260017,0.4095651121893975,0.4906841378847973,0.5221838649495866,0.7002872154832238,4d996e78-1dda-407f-bfe9-3be9f54207cb
0.3500328723632862,0.28815492874583604,0.26040723935271376,0.28653748050163796,0.2921912071028899,0.3382162846475223,0.35365515977590356,0.33351135832995793,0.301370201111091,0.30983169581345354,0.3456301382059628,0.3835483749003486,62aa2782-e47c-4662-8def-e8730efdba7e
0.43064050499335615,0.4375244341760359,0.472404896925473,0.4661616543466555,0.5111895987511692,0.6091417570123486,0.6261776690903728,0.6345812603779352,0.5406343905359112,0.5616013333650419,0.5712819644548709,0.5008485088285224,6f768d61-8b5c-4df3-8266-7a3967d2ba79
0.17517585356726856,0.16515066957962782,0.1601636174672831,0.1605169661796146,0.16381398615328085,0.17101545070570867,0.16813559586470558,0.15419397461002843,0.12657231685746095,0.11152211158037982,0.13668059165451057,0.18511308835961204,6320b795-4224-4200-a4f0-5b6e06e6006e
0.7041712926441681,0.6235515478187756,0.5841093174392192,0.6137982634353467,0.6476227411641847,0.6890095315273376,0.7145702137013069,0.744690441600664,0.7282404607702276,0.7151311574605297,0.7588027441068519,0.8774851957303834,d9d228c3-13f0-4f93-887b-b72dcbde7347
0.7700120628286684,0.765516506474189,0.7545458665972672,0.7720764227526551,0.7679693648222996,0.7893456667060418,0.7674079096757553,0.7960992640914349,0.8038496920204684,0.8781693508528119,0.8905744582969318,0.8235830282935566,5581eb2f-12ac-4bc1-8b9c-8b4ca5ba6104
