0,1,2,3,4,5,6,7,8,9,10,11,12,uuid
-374.04956,111.26191,1.4120061,-11.181922,-11.407174,9.644116,-23.228209,-25.079388,-11.197213,-3.8858652,5.368488,-13.932963,-6.2014656,acdee0e6-c467-457d-a669-8d37489fea6e
-492.14813,31.337238,-0.7258085,6.450298,-0.73283565,0.42353645,-2.842397,-4.793248,-2.9632201,0.055783,0.04574809,-3.7810795,-0.67020583,41201fb5-138a-4fce-9119-7432efd5baee
-374.0969,31.420956,-37.000954,20.062582,-20.45365,4.475536,-20.733986,-6.845452,-6.690916,-6.8977294,-0.645553,-7.7369275,1.191521,d4d26717-efb6-46d2-84a9-d3b442743b38
-411.24225,78.25546,5.545541,2.4157546,9.0766325,-4.463817,-7.0388665,-6.764554,-11.104982,-8.151389,-7.1914563,-9.612993,-6.098765,49b57e0d-2087-48b8-81a4-c7f1d62ff608
-581.7058,20.307587,-0.025587037,8.071833,7.021233,0.8692576,2.6856298,2.3475447,0.07960033,1.7174249,0.29787284,-0.052088868,1.4025676,1672163f-46da-4fc1-a752-0be874dfd06f
-429.17712,48.93148,-22.571894,3.8805416,14.497806,-8.06259,-1.5278568,-1.2452271,-13.912799,-4.555156,-0.18010515,-7.744975,-2.560218,b237116b-fc80-41c8-82dd-b4b44c6e9080
-435.4472,83.05641,12.005646,10.763022,5.62722,-8.4940405,7.4381356,9.946296,-6.562824,-1.8104987,3.7451394,-3.9973454,-2.7469,ce424814-cde4-4261-a372-3420cab2a20f
-321.9099,59.72477,-33.58712,24.663597,-8.04637,3.8867424,-7.9902396,-8.059866,-13.973645,-5.1532154,-2.4273589,-5.757157,1.9593748,44f3f21d-61ec-47ae-b913-9596b8b1e657
-533.6238,27.728249,-9.520161,0.9744453,5.3818107,-5.821973,-2.1565757,-0.31738093,-6.0591288,-2.5997813,-0.40097034,-3.5008528,-1.3385527,7a314589-c3cb-4213-b3e0-d8889d82d165
-318.73505,73.23475,-31.062927,21.738419,-25.621496,14.562827,-19.033052,-17.928396,-16.876736,-4.8178205,1.3047312,-13.715188,3.2903347,bd1076f4-82ca-4836-940e-b394be933b44
-405.17825,23.135876,-15.808523,14.291259,-4.160986,7.278481,-7.9821453,3.8032153,-2.4142277,-4.2250566,-1.2493197,-4.5884957,-1.7188429,92930521-bff3-4bcd-ac46-5ee80937af6f
-407.87576,105.45703,-29.093996,-18.253017,-2.3981178,-28.5456,-17.834532,-7.0756683,-18.140516,-9.072297,-5.3314652,-19.80322,-17.249441,2dcc61fa-f6af-46ee-b67b-2194c6dfd1fb
-543.2089,35.63966,-5.5916033,-0.21476871,1.5258511,-8.2223625,-2.668784,-1.3141855,-8.084159,-5.613795,-5.3404536,-9.610814,-6.5793366,17e06f57-58d3-4578-98b1-8db2ea3dd7ba
-397.2741,117.999565,11.520567,-9.346417,-11.943933,9.022509,3.9934428,-3.1807742,-14.836923,-9.3898115,-6.357207,6.466692,3.2052178,4d996e78-1dda-407f-bfe9-3be9f54207cb
-497.2963,35.541313,-11.495598,9.402698,-5.2833242,5.737609,-3.7217572,-7.015175,-2.77105,-2.2452426,-2.5435367,-4.3702083,-1.4095117,62aa2782-e47c-4662-8def-e8730efdba7e
-432.62775,43.87483,2.868197,7.0575376,-20.059061,-4.2173,-20.800098,-10.043604,-14.281377,-4.735693,-4.2152586,-6.698971,3.4744892,6f768d61-8b5c-4df3-8266-7a3967d2ba79
-555.29865,41.978714,7.449366,-9.966243,-3.746779,5.109269,1.8121843,-5.7569723,-5.5568676,-0.12580058,1.1526221,-2.0784795,-3.1150668,6320b795-4224-4200-a4f0-5b6e06e6006e
-476.6669,77.46689,9.047811,5.824504,11.90705,-1.3839997,-7.456215,-11.859029,-14.155522,-5.379325,-4.6292734,-11.398681,-7.8398395,d9d228c3-13f0-4f93-887b-b72dcbde7347
-557.98474,30.334433,-0.00026296396,3.0087714,-2.9109905,0.5082036,-2.9926202,-0.64593136,-1.4372356,-6.4844117,-2.6478074,-1.0880795,-1.7424779,5581eb2f-12ac-4bc1-8b9c-8b4ca5ba6104
-480.1066,41.474392,-2.2136984,-2.5135531,-11.8901,9.169427,-3.7912316,-0.88837534,1.4925265,-4.9374266,-0.22792819,-1.5258843,1.0170883,20c07926-c2b5-4984-91dd-d85b5eb5ee89
-448.87643,50.465378,-2.1427133,12.193063,-18.146252,6.149533,-15.840923,6.706877,-5.996022,-7.701388,-4.114335,-2.4645555,1.3112727,4264e226-2058-4c00-b7d1-7cf17f12e77e
-484.05484,25.862255,-12.678503,2.597615,0.21045476,11.60512,-4.112457,3.8891993,-2.370703,-3.3453398,-0.7563634,-2.629312,-0.3543075,c897203b-2c4c-4bd2-be2f-375732539710
-457.2647,42.60279,-29.83,2.2450914,-2.109151,7.8729205,2.475256,-8.347101,-4.6148186,-0.9182073,-4.5860033,-2.6560416,-2.0169914,93abb14e-07c1-4186-b010-9c7e7e3abe50
-438.49783,135.07083,-9.097597,-69.274956,-24.404907,23.406145,9.682483,-23.655224,-21.900585,0.2520037,2.385272,-12.053182,-13.74064,8d084d57-5a14-4561-8123-332661e8ca53
-523.428,71.84639,6.4116364,-10.808716,-32.489235,2.4042463,-31.109596,-15.777226,-9.155236,-10.225103,-9.00337,-7.434687,1.069508,76007b9d-35a7-455a-b058-8ef376abca14
-446.97034,58.324387,6.1405993,20.81227,-6.7313957,11.858342,-2.5266848,4.1354513,-7.4367886,-0.49381733,-1.7965755,-4.944934,-2.468332,a0c29c00-78bd-4f79-a486-8a928cbaead2
-405.75458,43.334953,27.993092,14.238443,-2.0085876,-17.957787,-29.994923,-37.160164,-38.284496,-32.87267,-22.469234,-8.92746,5.7020264,323365d6-dffe-4938-91f2-dcc92782357a
-413.22635,122.25862,-7.893705,-15.869842,-2.3775513,0.8440004,-9.030851,-10.461612,2.3430443,1.4704788,-8.189089,-4.404991,1.2305388,58961dbb-4850-4f7f-862e-762d9b40a967
-402.47385,37.57356,-15.301644,16.789885,-6.5733027,10.039652,-13.90788,-19.205675,-2.2151294,-6.6231284,-5.7687793,-3.9986498,-3.3872588,73d266a7-52e3-4c18-bb22-b6b74fca2cef
-578.8351,21.96391,-6.346497,3.9649444,-5.9875455,0.91420525,-4.2706966,0.8261015,-4.2735863,-0.94641274,0.81640035,-3.9341936,2.1248045,3e384613-388a-45d2-8384-b2f9d4f40e70
-503.84482,77.689,11.90005,-20.315622,-8.332586,6.548758,-1.3248712,-13.619133,-8.715642,3.7771673,4.444284,-3.7420902,-4.8720813,ea569c40-1a0b-499d-8c29-b7a772d37265
-571.6396,21.235838,-2.2750113,6.88931,-4.7624865,2.741244,-3.2989528,-0.3412089,-4.6637917,-2.4769657,-0.90151525,-3.2743723,0.30115744,27a04d3d-1657-485a-89f1-6648f16f47de
-412.58746,37.774437,-35.09482,13.222765,-19.085423,14.486607,-13.51217,-3.7442446,-13.030312,-2.1640613,-1.6714869,-8.85387,0.9696501,d7e5931f-c0fe-48f4-84bd-2ad42c3bb95d
-435.4803,23.70477,-20.121857,1.0885676,-14.135543,-2.9366772,-5.0170894,2.0715177,0.025741292,-0.5463314,-1.0183465,-4.5908074,-0.8761328,5ce0e050-7afa-408d-aeeb-98c214a5fb20
-657.33826,17.51763,0.3345044,-6.3249254,-1.1677803,2.8675687,-0.28416485,-3.7186112,-1.7944121,1.2893343,0.39281964,-2.086077,-1.686656,ca48340c-1365-4923-b636-77fc0a3af28d
-405.75458,43.334953,27.993092,14.238443,-2.0085876,-17.957787,-29.994923,-37.160164,-38.284496,-32.87267,-22.469234,-8.92746,5.7020264,431114c6-c9f2-417d-b100-44074a80503f
-346.7197,63.14232,-50.600296,31.020306,-36.558792,1.730024,-25.494736,-10.856484,2.050841,-2.1553516,4.7938375,-14.671288,2.2033012,0399d58f-6c0c-47bd-a824-6b9d30b79ee9
-382.68417,65.09949,-21.598234,18.088322,-3.3606114,-0.19881637,-5.072578,-8.912118,-8.626936,-7.532383,-2.3696084,-5.7176266,-6.042314,2501ad5b-1dca-4cc6-9aab-06e0ee207bd1
-509.12738,41.411514,-11.474081,5.016906,-14.873193,2.8138547,-3.6172442,-4.664234,-3.5691478,-3.7971594,2.25725,-4.503159,-1.7799087,baa6f4ba-a035-4a62-b569-2dc8da5dfae1
-515.5371,26.535326,-8.118323,-2.8831623,0.15069534,-6.507909,-1.8116628,-1.5247091,-6.6735625,-2.0705924,1.1257731,-1.704639,-1.3671297,44e90311-45d0-45e1-8d43-bc255c6cda7a
-428.1066,93.744064,-27.847048,7.5485992,3.7372646,10.253307,-3.4578574,-7.5689883,-5.349912,-8.632887,-10.394582,5.212441,-0.5147528,978a0081-adda-4287-989c-6970e7d37901
-444.32687,67.86422,-18.474627,-1.4228454,2.584667,5.985048,-4.652697,2.157932,-4.7860956,-9.562301,-4.3791437,-2.2619834,1.261066,60e562cd-240b-42f1-b65c-3ece8a295dae
-500.3984,24.657618,-10.565194,19.551462,-17.2947,10.582889,-4.929983,-4.4547415,-5.913569,-0.22402382,-1.9582173,-4.9568586,3.221737,ed67d53f-3288-4db0-a5dc-76cf86279692
-501.95914,38.428814,-5.3477874,6.813755,-10.365884,3.5797913,-6.356906,0.32608747,-8.390502,-6.1982136,2.9146547,-3.733537,-0.008422405,714df8b6-c6a3-4a41-91c9-d67278472b01
-405.75458,43.334953,27.993092,14.238443,-2.0085876,-17.957787,-29.994923,-37.160164,-38.284496,-32.87267,-22.469234,-8.92746,5.7020264,fc510f75-1f4d-4e89-8e03-236b3c678a5f
-417.33606,94.77003,-25.64536,-4.96694,12.072141,-17.4816,-11.328211,-3.2505872,-15.105745,-10.195643,-10.375756,-20.184465,-11.203613,3bf3ad52-f82d-49f4-8d6d-b877c1e4ec36
