0,1,2,3,4,5,6,7,8,9,10,11,12,uuid
0.6599706400400761,0.48724595298990947,0.6921840845056224,0.3752707228785805,0.49635141307576924,0.6395219955182962,0.4540689977162421,0.16253845930647637,0.5423880951809908,0.4445648954178968,0.7369102084935394,0.44887526256716537,0.4335016715029689,acdee0e6-c467-457d-a669-8d37489fea6e
0.49073491239487455,0.22776413768813214,0.6795060196378789,0.5000528151732905,0.5978105365581307,0.5551599470693441,0.7000080227096972,0.46799704915125445,0.6750161053614316,0.513656405579874,0.6192409017097149,0.6609930191938894,0.5758729113098175,41201fb5-138a-4fce-9119-7432efd5baee
0.6599028016289359,0.22803593484500298,0.4643804200017673,0.596386077713674,0.41036505069254775,0.5922329944302589,0.4841598654597615,0.4370959836989894,0.6149727101606915,0.39177118186913423,0.6039583740238559,0.5783378544339399,0.6237926200181962,d4d26717-efb6-46d2-84a9-d3b442743b38
0.6066733651007401,0.38008788341825894,0.7166975402539748,0.4715006097841895,0.6910491062655582,0.5104439781543476,0.6493808699995294,0.43831410548072125,0.5438736944710937,0.3697963047116395,0.45924871008971324,0.5391385467247061,0.43614512206557143,49b57e0d-2087-48b8-81a4-c7f1d62ff608
0.36239840968651127,0.19195549697672498,0.683658602901975,0.5115283145732017,0.6715126230814661,0.5592379932536561,0.7666993824323166,0.5755195481833959,0.7240279546389908,0.5427826346074714,0.6248145996655005,0.7389081299555436,0.6292248302828427,1672163f-46da-4fc1-a752-0be874dfd06f
0.580972623976846,0.28488524608653476,0.5499503092992598,0.48186681362160144,0.7425771254758359,0.4775176462967388,0.71586693159705,0.5214213802883658,0.49864713353237655,0.43283317564911633,0.6142479855358941,0.5781697065580848,0.527225155268352,b237116b-fc80-41c8-82dd-b4b44c6e9080
0.5719875740207488,0.3956745500882588,0.7550084537646385,0.5305736868621425,0.6582625899210485,0.4735701668799678,0.8240346822343426,0.6899377596656776,0.6170359360204118,0.48094313070144573,0.7010229948290844,0.6564742678170774,0.5224200748897782,ce424814-cde4-4261-a372-3420cab2a20f
0.7346869833393506,0.31992652198039795,0.4846257719138126,0.6289471663559065,0.5282957094673123,0.5868459323762655,0.6379032907586828,0.41880994269129856,0.4976670642020472,0.4223500414331896,0.5645681598444205,0.6197040183675359,0.6435567066896128,44f3f21d-61ec-47ae-b913-9596b8b1e657
0.4313001098225636,0.21604726736898783,0.6273521184226836,0.4613005561268609,0.6559299851584853,0.4980177720084188,0.7082819252572996,0.535392425676058,0.6251491434186645,0.4671081246299826,0.6093653397107335,0.6668481946350684,0.5586700720906198,7a314589-c3cb-4213-b3e0-d8889d82d165
0.7392365562081362,0.3637877483998283,0.4995952096717473,0.6082458688916931,0.36124489839272605,0.6845248647455775,0.5046803161309547,0.2702145343168672,0.4509058892315483,0.42822903899101966,0.6470731220156369,0.4534255457189948,0.6778147995971169,bd1076f4-82ca-4836-940e-b394be933b44
0.6153631015847679,0.20113776254696153,0.590059707121978,0.5555427942673138,0.5652261160280516,0.6178780399078773,0.6380009422159809,0.5974383108831752,0.6838589317398931,0.4386193505922689,0.590610960802578,0.6441225228955351,0.5488816351862372,92930521-bff3-4bcd-ac46-5ee80937af6f
0.6114975588632919,0.4683999475911138,0.5112717296740483,0.3252290361871337,0.5819821018814444,0.29011199867664206,0.5191395312083407,0.43362950134417555,0.4305497110393327,0.35365409180683327,0.5003673570763707,0.32621962475746014,0.14913354914780358,2dcc61fa-f6af-46ee-b67b-2194c6dfd1fb
0.4175646228217301,0.24173229348806213,0.6506499803407719,0.4528845647001442,0.6192792562447447,0.47605583629740855,0.7021025290235094,0.5203830390552898,0.5925312228978318,0.41427673339068105,0.5001686513693515,0.5391840756742542,0.4237755033253616,17e06f57-58d3-4578-98b1-8db2ea3dd7ba
0.6266897804485917,0.5091202867410333,0.7521317482598767,0.3882604742721884,0.4912495420393065,0.6338347131120392,0.7824771328645175,0.4922768763194417,0.48376192185336353,0.34808851233595983,0.47769138030763314,0.8751143003338157,0.675623942706388,4d996e78-1dda-407f-bfe9-3be9f54207cb
0.4833575639986053,0.2414130021171888,0.6156370153318259,0.520946760989013,0.5545583400695753,0.6037801063004791,0.6893992233051874,0.43454037931864764,0.6781114611977448,0.47332268588734294,0.5619998282293464,0.6486835123501402,0.5568436308773093,62aa2782-e47c-4662-8def-e8730efdba7e
0.5760278572545702,0.26846842899473944,0.7008198580147086,0.5043502109528464,0.41411560203944053,0.5126994414888069,0.48336227540936927,0.3889398041582164,0.49271030952366424,0.4296686177440976,0.5250432306058608,0.6000253574727726,0.6825548236732253,6f768d61-8b5c-4df3-8266-7a3967d2ba79
0.400239962258113,0.2623125373358691,0.7279879565729725,0.3838740053454928,0.5691631356148682,0.5980312215112995,0.7561619393000577,0.4534857687560119,0.6332392528413773,0.510473502609787,0.6437104605564729,0.6965678652244472,0.5129436868784951,6320b795-4224-4200-a4f0-5b6e06e6006e
0.5129195774919433,0.3775277280873429,0.7374673517448085,0.49562411109260884,0.7179521019570088,0.5386222173710485,0.6443458837467139,0.3616040389279185,0.4947375031858375,0.41838666039727657,0.5158906446561476,0.5018276248061024,0.391330930458532,d9d228c3-13f0-4f93-887b-b72dcbde7347
