0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,uuid
0.014028124,0.0122365635,0.044722404,0.25710326,1.5980439,6.321766,7.5899777,1.7409874,0.35118887,0.4808395,1.4240727,2.355736,3.1735835,6.256293,4.631002,3.4519916,4.935651,10.894816,14.768594,27.392673,20.61023,10.753669,4.157855,3.976742,2.0653439,1.2146102,1.0522143,1.3532526,1.6808063,1.2235379,0.24913439,0.23221533,0.41428262,0.4332444,0.4985766,0.58117276,0.3676835,0.15688369,0.1652725,0.18419626,0.17666109,0.23621659,0.19494843,0.18916793,0.08731846,0.07611106,0.11032545,0.12903762,0.26165503,0.31319633,0.71441233,0.9945037,1.1557665,1.616805,1.5113612,1.1560973,0.65990734,0.3381348,0.16860244,0.09972113,0.07573544,0.054117743,0.03173088,0.017138142,0.013035439,0.012640328,0.0062306803,0.0014868028,0.00076231576,0.0004173901,0.0005835211,0.001029186,0.0013521968,0.0015680608,0.0020656392,0.002839558,0.0017790163,0.001627412,0.00093447184,0.0005721713,0.00039651943,0.00022541817,0.0001825452,0.00027829196,0.00038603338,0.000980135,0.0012900765,0.0016006902,0.0009611678,0.0003782113,0.00015343627,0.0001319467,0.00013922779,0.00018393413,0.000299682,0.00078669505,0.0033061313,0.009017139,0.009188259,0.006323986,0.005254578,0.0060130814,0.005020367,0.0030242235,0.0017780729,0.0012995487,0.0012165674,0.0010105668,0.0008146674,0.0002575741,5.100148e-05,2.606934e-05,2.1052518e-05,1.0852147e-05,3.7831676e-06,9.5216535e-07,2.3264606e-07,2.045266e-08,6.9664896e-09,5.351747e-09,4.2915187e-09,2.9136047e-09,1.7652397e-09,9.2853597e-10,4.0838707e-10,2.1752232e-10,8.0940754e-11,6.583531e-11,acdee0e6-c467-457d-a669-8d37489fea6e
0.007408008,0.006358755,0.0070803873,0.047539122,0.62880355,1.1612823,1.125074,1.0572436,0.8939944,0.5312895,1.2987642,1.9172952,1.2761705,1.2904816,1.4389389,2.6857932,2.8902473,3.1282542,9.13279,5.459134,3.4124472,3.6241183,3.076235,5.3807783,2.3852859,0.82944584,0.8853195,0.54317194,0.29760286,0.17302065,0.09515758,0.17062847,0.14125937,0.093963034,0.13485299,0.09917586,0.057060983,0.051123932,0.052899502,0.061297625,0.08744278,0.061242312,0.059718713,0.024425374,0.016594311,0.013833813,0.016722547,0.014824872,0.023030544,0.026533864,0.035696693,0.031377282,0.047232766,0.05623533,0.05618948,0.052552935,0.1376148,0.20145972,0.119055234,0.116767034,0.06596869,0.11560047,0.15097097,0.11072979,0.10803737,0.07545238,0.034205392,0.013850033,0.01219267,0.009431861,0.006464419,0.011783088,0.033908483,0.020225082,0.008349605,0.010691629,0.02452258,0.028983619,0.053449545,0.058887918,0.058497466,0.14371489,0.12870522,0.043868765,0.011494595,0.008706892,0.01382755,0.02119647,0.012261738,0.008168515,0.0025735695,0.0003575564,0.00044701566,0.0009828754,0.0021692517,0.0010358994,0.00077986903,0.0006275398,0.0015045833,0.0009176547,0.0012835904,0.0019835322,0.0028208336,0.002957665,0.0034414774,0.007607852,0.0031147709,5.280986e-05,6.296396e-05,4.2475884e-05,5.0256564e-05,2.7761702e-05,2.2156293e-05,1.2448054e-05,2.1992423e-06,5.8510915e-07,1.2579044e-07,1.6728787e-08,5.343871e-09,3.7749732e-09,2.727988e-09,1.810441e-09,9.874758e-10,5.814278e-10,2.8188538e-10,8.174152e-11,4.3118193e-11,5.77515e-11,41201fb5-138a-4fce-9119-7432efd5baee
0.018493347,0.025589613,0.06506146,0.28265354,1.0500611,1.739699,3.0314398,3.4751031,6.7789636,7.709152,6.6126537,8.184994,8.433399,8.323752,12.135479,12.794668,12.357143,17.101206,15.776694,12.997304,7.3232937,4.7909093,3.2416036,2.414069,1.9537977,1.6691495,1.6071502,1.9960803,1.6305125,1.6553593,1.6696674,2.091213,2.6882055,3.3779476,2.5359569,3.0768359,2.7078722,2.8887568,4.5024166,4.7139645,4.9908643,3.3203957,2.263947,2.5098302,2.759859,1.2215598,0.99169236,0.8705583,1.1235662,1.6391983,2.1975362,4.306556,3.2578287,2.2994158,3.2881932,3.8196661,4.218328,6.420005,5.9293785,8.024748,6.2106876,3.9944184,2.407692,1.5681665,1.1029869,1.6588955,1.8868454,2.1019332,2.0457342,2.5209885,1.8115582,1.2356426,1.626425,1.1929191,1.3184825,1.3693899,1.1615553,0.79281926,0.4639446,0.3373211,0.3964568,0.50085175,0.6286431,1.9092481,4.265389,3.1350362,1.7431748,0.89100266,0.6515286,0.6743376,1.0610063,1.3648164,1.5613455,1.4557883,2.2964473,2.13552,1.3050666,1.2182777,0.71824366,0.8070517,0.7614879,0.5053954,0.4747602,0.99550635,1.1437159,0.8637135,0.6016635,0.5985015,0.44751197,0.27489933,0.16108403,0.06047774,0.02226589,0.0062190434,0.0011744638,0.00044468543,0.00017561493,5.146748e-06,1.8577713e-06,1.533324e-06,1.5692704e-06,1.8450183e-06,2.3825276e-06,3.112189e-06,4.010406e-06,4.8736465e-06,5.504875e-06,5.8663964e-06,d4d26717-efb6-46d2-84a9-d3b442743b38
0.60589236,0.54321814,0.43580127,1.0613159,2.9622383,4.801913,8.713424,14.254331,14.2920265,7.990216,10.197424,13.296118,10.3509655,10.347332,5.9851155,7.5646834,8.252561,5.966557,4.2347946,4.2281218,7.079286,11.002894,16.56003,13.497288,5.159537,3.1127155,2.8900084,2.0280046,1.4240081,1.4642751,2.0511026,1.7986395,1.6158283,1.6058924,1.3234631,1.5082338,1.3226138,1.5887136,1.3525052,0.9980891,1.0750835,0.93823797,0.72605836,0.89355505,0.6910556,0.570833,0.50200236,0.47935322,0.43848777,0.24641913,0.38332346,0.4338896,0.34734347,0.50197667,0.440881,0.41594496,0.4107243,0.47101703,0.41203624,0.52408546,0.5587918,0.46588552,0.37056345,0.35114327,0.3383294,0.27941307,0.21794282,0.20185223,0.2887475,0.34030077,0.3085871,0.2905395,0.21973018,0.17426527,0.17354171,0.15728794,0.09851937,0.07920459,0.07170957,0.0718272,0.07726096,0.06518044,0.052239392,0.033507507,0.016176455,0.009260217,0.003339092,0.001052043,6.517794e-05,4.3519674e-07,3.789443e-10,2.2817184e-10,4.2688633e-10,6.480336e-10,5.1077875e-10,5.6609356e-10,4.1799225e-10,5.624528e-10,3.6735257e-10,6.049994e-10,5.098317e-10,1.0703941e-09,1.5256987e-09,1.8766932e-09,1.7379967e-09,8.9991065e-10,1.1959558e-09,1.8570714e-09,1.7968215e-09,1.9424993e-09,1.3855705e-09,1.5017537e-09,2.3854636e-09,1.0442547e-08,7.782598e-09,4.5449946e-09,1.5849632e-09,6.7052794e-09,4.526308e-09,1.8888962e-09,8.9546665e-10,5.841417e-10,5.7936633e-10,6.547152e-10,4.2455428e-10,4.7508353e-10,5.154946e-10,2.7463395e-10,49b57e0d-2087-48b8-81a4-c7f1d62ff608
0.0016225482,0.004069004,0.00664123,0.013977447,0.014669251,0.015510056,0.03316735,0.17465222,1.1001529,1.503881,0.2654984,0.079570234,0.0828743,0.046345707,0.19078042,0.49848923,1.6133775,2.2135155,1.1195464,0.77178305,0.73251337,0.7488748,1.0738517,1.484399,1.6723851,0.4498112,0.1511098,0.20781796,0.17001179,0.058367066,0.045797594,0.068179116,0.0262994,0.041372474,0.08410841,0.092204295,0.05156662,0.017428283,0.021377796,0.018461373,0.03170762,0.024039779,0.013761202,0.019874204,0.040804878,0.044593967,0.046912376,0.08860871,0.0860074,0.03153833,0.02216746,0.020448094,0.015513781,0.012182317,0.0070167067,0.008871722,0.025342764,0.031928133,0.14707358,0.43779075,0.50471026,0.39253622,0.34013623,0.47840387,0.124078415,0.11798197,0.13431267,0.15697223,0.21629845,0.20690589,0.07911427,0.17183857,0.38617805,0.31438383,0.35990363,0.16895808,0.23048046,0.15761322,0.08086952,0.06071563,0.056978125,0.061525818,0.050781887,0.034741364,0.019006155,0.009474797,0.019608285,0.031375665,0.089710675,0.030369062,0.00071607967,0.0003787335,0.00021633391,0.00014719812,0.00027204095,0.00025584397,0.00019892644,0.00021211182,0.00016797555,0.000111321955,6.913216e-05,6.324384e-05,0.000109791246,0.00013941292,0.00019731,0.00020629789,0.00014074583,0.00014031274,4.3318945e-05,2.3442288e-05,1.5087794e-05,2.0587486e-05,2.1572423e-05,2.3547187e-05,1.0050883e-05,3.573794e-06,1.2124243e-06,1.4340371e-07,4.5215285e-09,1.8813502e-09,1.447893e-09,1.0351047e-09,6.224415e-10,3.7756814e-10,2.2086827e-10,1.5861984e-10,2.2823464e-10,6.954915e-11,1672163f-46da-4fc1-a752-0be874dfd06f
0.005378217,0.015247751,0.30885532,1.8347832,2.6329026,3.114102,5.0121813,5.539796,6.4728475,13.326062,10.798993,13.835504,25.670778,19.970268,11.249623,7.0224276,5.043133,4.2581964,4.2639318,4.136275,4.225739,3.508459,3.004007,2.409595,2.3448117,2.4144094,3.0301087,2.3024476,1.3581215,0.88538647,0.35066321,0.2102307,0.1928941,0.17065006,0.28865793,0.2684337,0.22922263,0.41255772,0.4949814,0.8138741,1.1541438,1.1893858,1.2020258,1.4626122,1.7245828,1.8371512,2.2124097,3.2188036,3.7560809,2.3153048,2.4740796,2.0688157,1.194981,1.199178,1.2047942,0.9204541,0.6295372,0.5959194,0.75349754,0.98505634,1.14918,1.0407522,0.61767185,0.37666997,0.29261583,0.2661346,0.28943044,0.29399863,0.3165994,0.18969293,0.15407611,0.4508226,0.7948202,0.963996,0.56564194,0.36222237,0.32490215,0.2746762,0.20793319,0.31590044,0.4256446,0.41024306,0.3886851,0.4240262,0.21586987,0.065600395,0.010517573,0.0008371065,5.9063063e-05,1.3743977e-06,1.8228871e-09,1.8993254e-10,5.2819416e-10,6.785571e-10,1.4202312e-09,4.24896e-09,2.1057793e-09,3.0158542e-09,8.737454e-10,8.831712e-10,1.0652189e-09,1.764108e-09,1.9833561e-09,2.1108193e-09,1.603943e-09,8.916251e-10,1.7011655e-09,2.5371933e-09,3.1966143e-09,4.0969277e-09,2.1587234e-09,7.6382e-10,9.2905394e-10,3.5074221e-09,1.1836797e-08,6.165681e-09,1.0697122e-09,4.5769624e-09,4.0255146e-09,1.7293061e-09,5.488506e-10,1.1017879e-09,1.4073854e-09,9.841276e-10,5.121112e-10,4.3785398e-10,6.649668e-10,6.3999017e-10,b237116b-fc80-41c8-82dd-b4b44c6e9080
0.032694295,0.34997118,1.3065972,3.2541015,5.1850147,6.187665,11.185381,16.268488,7.7226367,3.0612245,1.8757173,2.0716696,2.1563296,2.011598,2.6144938,3.7001054,3.2818797,2.6129074,1.2531002,0.8677553,0.8111216,1.1179774,2.3434,4.8606396,7.1657157,7.291248,11.088834,15.199262,9.215503,10.015791,8.625248,7.071308,7.3274856,7.186098,8.806234,12.02939,17.231537,14.035717,11.213304,12.019495,8.631494,5.2775145,2.7709277,1.8095888,1.2384487,0.75586224,0.3642027,0.25793898,0.16545689,0.10473077,0.068796396,0.0465264,0.033065014,0.026879082,0.011341456,0.009974477,0.010172659,0.009219549,0.007822987,0.0059887376,0.008056177,0.0129979905,0.015708532,0.009338165,0.008943697,0.014699505,0.025141507,0.03246041,0.03150514,0.032060307,0.050653465,0.059495036,0.063478895,0.121184416,0.13813494,0.102804214,0.08846441,0.090802774,0.09727288,0.0845974,0.092170075,0.11042482,0.14111625,0.13667129,0.07408049,0.011923107,0.0017881199,0.00023654396,1.160352e-05,1.3270501e-07,4.6216955e-10,3.4245667e-10,4.2378778e-10,4.117574e-10,4.983993e-10,1.7377636e-09,1.0272491e-09,1.5515956e-09,1.2214397e-09,3.163389e-09,1.2707894e-09,2.0531772e-09,5.694085e-10,6.4806865e-10,1.3610678e-09,6.739119e-10,7.5261414e-10,6.3160027e-10,6.113541e-10,1.2189959e-09,4.5757846e-09,9.17231e-09,8.165066e-09,3.8168175e-09,1.9440378e-09,2.1421722e-09,2.021234e-09,5.982207e-09,1.7504509e-09,5.480889e-09,7.022595e-09,2.9170986e-09,5.1431587e-10,2.920703e-10,2.6368438e-10,3.0065428e-10,3.286579e-10,6.530674e-10,ce424814-cde4-4261-a372-3420cab2a20f
0.60860515,1.4413075,2.6721356,6.154159,12.731588,11.133416,10.633305,13.306528,16.270016,16.432327,21.913008,27.40031,38.454292,16.093884,10.145762,9.757759,16.042196,17.36835,12.699358,15.328531,17.872166,16.875763,13.918319,10.150181,8.881198,5.536096,3.4924452,1.7615728,1.5000098,1.979405,1.5204835,1.6571596,1.6531222,1.5987848,1.5415283,1.7242922,2.5420365,4.332269,4.3742414,9.912971,9.782252,11.118118,6.235773,4.578933,4.642109,4.1421075,3.7792618,7.0018363,13.156146,13.853688,7.028994,4.432003,3.2917352,5.3790455,8.180237,5.976692,5.743244,2.8980064,1.7421564,0.82628244,0.6122691,0.688301,0.91019,0.98577887,1.5534892,2.1305315,0.58217007,0.45422435,0.58589923,0.6697628,0.9039445,1.1865352,0.907033,0.88078547,0.876235,0.7037128,0.61205393,0.5805871,0.50107497,0.5635622,0.6120483,0.6904974,0.7302944,0.9984773,0.9141172,0.7829683,0.38324437,0.22003773,0.18380147,0.18285622,0.24135181,0.24489576,0.124819465,0.11132139,0.091805995,0.08033328,0.06695374,0.1000911,0.13599385,0.11068712,0.109725304,0.050905094,0.041152567,0.037865203,0.034899313,0.029634466,0.035616625,0.05712576,0.070999175,0.06759098,0.038273808,0.024317775,0.010999431,0.0030570547,0.00094252254,0.0003455322,0.000113602895,3.019099e-06,2.2821148e-07,1.2435528e-07,6.503878e-08,4.277327e-08,1.2046128e-08,9.614978e-09,5.415614e-09,3.2066767e-09,3.331275e-09,2.966569e-09,44f3f21d-61ec-47ae-b913-9596b8b1e657
0.0005637697,0.00068801094,0.0042660576,0.056785125,0.2758647,0.57664776,1.8369424,1.8778496,1.3087623,0.63888973,0.25855672,0.23668899,0.2816068,0.19790727,0.3378453,0.49801636,0.37868154,0.9422875,2.2297394,4.434144,4.016425,1.2316569,0.6707548,0.7950853,0.8216431,0.48608547,0.21906665,0.16649155,0.08615109,0.057471547,0.080544464,0.07368546,0.14140289,0.16914716,0.11398835,0.074319795,0.09829677,0.16471896,0.14903295,0.26661608,0.20907345,0.18169639,0.096522816,0.09162026,0.11046163,0.05984718,0.09774624,0.14153689,0.48806927,0.36877432,0.32556877,0.58987176,1.0675524,0.46939746,0.38877353,0.30725357,0.22696054,0.19617803,0.1690009,0.055415228,0.037485216,0.038312137,0.033696003,0.039235312,0.039228916,0.034320943,0.061471604,0.08864522,0.13619284,0.15651953,0.09158855,0.10582157,0.1271477,0.10115139,0.07396193,0.0503599,0.039865375,0.047269505,0.0508421,0.031355485,0.024532396,0.037439022,0.033775438,0.06270192,0.058804784,0.02361776,0.005414099,0.00047036295,2.5621026e-05,1.9609388e-07,1.7666277e-10,1.1265559e-10,1.1209961e-10,2.325701e-10,4.0867917e-10,1.1769863e-09,3.7291736e-10,2.9219696e-10,1.5112815e-10,2.3948848e-10,1.4811614e-10,2.870895e-10,4.216043e-10,2.6474797e-10,3.870813e-10,1.332093e-10,1.3423954e-10,4.1140116e-10,5.857895e-10,7.4250145e-10,2.1617323e-10,1.7565467e-10,2.1521762e-10,1.258921e-09,6.7585026e-10,2.3284014e-10,1.8771718e-10,8.265057e-10,8.31066e-10,4.1739154e-10,1.060297e-10,1.1496996e-10,2.9920896e-10,1.9493991e-10,5.851461e-11,8.0651284e-11,1.2075473e-10,1.174505e-10,7a314589-c3cb-4213-b3e0-d8889d82d165
0.026432093,0.032191347,0.14170161,0.3054606,0.6155685,2.206585,14.696914,18.543991,14.372167,29.448183,40.76761,38.28732,11.4959345,10.9155445,16.191729,14.963723,17.037752,17.572449,18.183004,24.506884,17.00741,14.938022,14.151513,9.212567,5.7414613,3.5164258,2.793361,2.6635454,2.1621675,3.2005801,2.7213771,1.1872405,0.92096704,0.9077952,0.5884494,0.32863843,0.3775188,0.66193587,0.73680454,0.8799453,0.75856966,0.7225962,1.0791311,0.92083824,0.9247816,1.250916,1.2623851,1.4447533,1.7625753,2.2870731,2.771941,2.8687518,2.4058475,1.1914964,0.93238133,1.2808553,1.335509,1.2673632,1.0988315,1.2759181,0.90532374,0.6466395,0.44411287,0.31700876,0.19525701,0.13446261,0.0779966,0.059507146,0.050987985,0.0779497,0.0643123,0.061015215,0.058472496,0.061865937,0.075617895,0.11470154,0.21193837,0.35635194,0.40787485,0.31538966,0.29906845,0.25712642,0.24315318,0.4054514,0.35995445,0.39447144,0.2365086,0.2217979,0.20829916,0.24947824,0.28462955,0.3082173,0.21763769,0.17531332,0.15877388,0.12366372,0.12004747,0.15345073,0.16366526,0.2738442,0.23186083,0.20604931,0.19893311,0.26042274,0.14806353,0.07650024,0.0932009,0.08286062,0.035385787,0.018471042,0.012583471,0.0076468727,0.0029950223,0.001006519,0.0001673973,4.5689965e-05,2.3627215e-05,7.960747e-06,6.9242224e-06,7.0001033e-06,6.230362e-06,4.986301e-06,3.598721e-06,2.164437e-06,9.523355e-07,2.643387e-07,5.3323603e-08,6.8656507e-09,bd1076f4-82ca-4836-940e-b394be933b44
