0,1,2,3,4,5,6,7,8,9,10,11,12,label
0.5229030300211194,0.28525879754344435,0.606131793330807,0.49202816705447094,0.724554434958128,0.43821239820922153,0.6464544086901025,0.6348771523927145,0.6857627509643768,0.37414483079877314,0.5226497513470567,0.6946192993142722,0.5384430316437716,0
0.8176658559589625,0.19104320159610172,0.6018339361570272,0.4636322253658758,0.5726261924383982,0.4976570755547325,0.7035528274321176,0.5161984147492205,0.6481098325810734,0.4628296094587743,0.6271270955826315,0.6971030591755784,0.6068035713812294,0
0.43907143401889115,0.23480953373833746,0.6455855354337574,0.41539025515821937,0.6428460919871647,0.5378193049223716,0.6811737767177344,0.5041205380725996,0.6850205633995697,0.49325291511301333,0.6129250649970648,0.7122509585787061,0.5544545420920455,0
0.6060816777336137,0.33390103458332315,0.4581561897509891,0.5553581711612169,0.3216773225943798,0.643645988223725,0.72168007846572,0.49508558224777144,0.49067211452446613,0.17381084116605394,0.706660874657495,0.4809035099894882,0.5100372750091162,0
0.6252328452435603,0.45465792255840665,0.6736721872625994,0.386245429980123,0.6533305439453829,0.519550929333201,0.687950499277956,0.4617306935986749,0.556529895134708,0.45059380969304386,0.5420153229592259,0.5354192557034307,0.5328584004468564,0
0.40470551810017386,0.5705863998498497,0.48676296426764787,0.4490172142929479,0.5767229580299609,0.6367717368669721,0.6173461117605685,0.513100089819504,0.8536547383878029,0.5765795773595556,0.40119865850877656,0.840111971963695,0.6565832821183867,0
0.8662159467727275,0.24738027074377167,0.6944649291823007,0.5625470501243099,0.4826663380486314,0.5027801769332425,0.5769399093011556,0.3689866567797101,0.5756797678630908,0.3798568528216857,0.6623598502345599,0.6008758441007698,0.5194266716117178,0
0.20574369799932868,0.3261941187059977,0.627128554747244,0.4074077473624436,0.6069886616797644,0.4130171608337301,0.6072125969812895,0.47624813853516007,0.5243907614991798,0.3409657460800609,0.5212617383521757,0.5507397994624241,0.3768610059935966,0
0.3948886809504497,0.2624063277759757,0.6560279404186022,0.6582164394533803,0.41720734582972163,0.6792293151220354,0.45335098329466744,0.4977999709962399,0.5544801108793027,0.473860285794792,0.6379479685246305,0.5301716838392017,0.4748509837452421,0
0.7125465550769228,0.2206813377935408,0.42263588440729655,0.5174556660037228,0.5957635676246538,0.7497084111178165,0.732774923422331,0.4647306026965365,0.3295474505786679,0.433723382297971,0.2796486151626621,0.7420980019937041,0.14091177096433882,1
0.5236869118897693,0.28219985719140145,0.6613699427895704,0.5155013913610003,0.5469301152338174,0.6137146721816338,0.5950067499339483,0.5258420334951417,0.4721890629539512,0.4049080156898352,0.5064538722289409,0.5353070735418319,0.581081692621107,0
